company,answer,summary,luck,work,people
Bluemercury,"The idea that we don't realize that the success that we've had at Blue Mercury is really a sequential set of miracles. If we were to say that we didn't realize that it, it wouldn't be fair and that we looked back, I think during our journey and said if these sort of five things didn't go right, if we didn't meet Invis, we didn't raise that initial capital. If we couldn't have bought the store that Blue Mercury, that would've been a, what we would call a single point of failure. So luck plays into it, but I think, you know, for listeners to know that you have to be doing the hard work, you have to be prepared. I mean, who said it better than Nike? Which is just do it. You have to get in the game. You have to be in the game because you have to be in there for these good things to happen to you.

I, yeah, I mean, you know, first one story that we didn't talk about, which is Leonard Lauder wandered into Blue Mercury in about 2000 and I happened to be there, so that's luck. But I seized that opportunity and went right up to him and said, I wanna sell your brands, you know, and he, you know, he said to me, You're too small, but stay in touch. And over the years he became a mentor of ours and when we had tough times or we needed advice, we went to him. So, you know, I tell our kids, never miss an opportunity to be fabulous. Those opportunities come and you need to know how to seize them. But it is, entrepreneurship is not an easy journey. I mean, sometimes I teach a class at Harvard Business School and I say to the entrepreneurs, you know, Okay, raise your hand if you've ever had a sleepless night or a morning you can't get out of bed for. And about 95% of people in the room raise their hand. Entrepreneurship is really, really hard. And I have tremendous respect for anyone who not only starts but you know, really pushes to survive long enough for good things to happen. There is no such thing as overnight success.","Success at Blue Mercury is attributed to a combination of luck, hard work, and seizing opportunities presented by influential people.",4,6,5
Sweetgreen,"You know, I think luck plays a big part in any success and I think there's good luck and there's bad luck and we've had multitudes of both. I believe it's what you do with that luck, how you either double down on the good luck and use that as momentum or try to fight off the bad luck and not let it sink you and so much of our success has been about the grit, you know, the decisions you make every day the work that goes in. You know, I credit our partnership a lot to how we've gotten through this together. But so much of it is what you do with that luck and how you actually capitalize on it.","Luck plays a significant role in success, but it is ultimately about how one utilizes that luck combined with hard work and determination. The partnership and decisions made also contribute to achieving success.",6,8,6
Norma Kamali,Question/Answer not found,No answer provided,0,0,0
Telfar,"I worked hard, you know, I've had to do some shit that other people would not, could not, should not. That should not, you know, it's like, you don't need to ride bikes in the winter with your collection on your bike, in the snow to get it home. You know? Like it's like people wouldn't do certain things that I did to do this. I did it. And I'm proud of what I've done, you know, but I wouldn't, I got what I got out of. It definitely hard work pays off, but I wouldn't be like, oh yeah, you need to do that to be successful. I was like, there's lots of people that are successful doing, not that","The guest believes that a significant portion of their success is attributed to hard work and dedication. They acknowledge that they have gone above and beyond what others would do to achieve their goals. While they emphasize the importance of hard work in achieving success, they also acknowledge that there are multiple paths to success and not everyone needs to go to the same extremes.",3,8,0
Eventbrite,"I would say that 70% of this was work ethic and staying focused and I would say 30 percent is about luck and whether that's luck of you know, meeting the love of my life and co-founder and co-parent back on that fateful day in May of 2003 at a wedding or the luck of finding really wonderful people to build this company. I think there's a lot of a fortune and that comes to people and it's about what they do with it. And I think the other way around too, when you hit hard times or you feel unlucky, you know, you have to put it all into perspective and there's always something to feel","The guest believes that 70% of their success is attributed to work ethic and staying focused, while 30% is due to luck, particularly in terms of meeting important people to build their company.",3,7,5
Fitbit,"You know, I think very fortunate to have grown up with my parents. Just having seen them persevere through life. You get the realization that nothing really comes easy that it does take a lot of You know just grinding away at things that at the time seemed seemed kind of unpleasant. So I think those are good traits and very fortunate to have parents like that who sacrificed a lot to put me in some great schools over time, even though they started from some humble beginnings. So but also have learned a lot of ways gotten some lucky breaks where things have could have gone the wrong way very very quickly, you know, ultimately attributed to a little bit Of little bit of all of that. I think it's not fair to say that everything is luck because then I think you start to Discount the actual things actions that you can take on your own to affect the future and that's really important.","The individual attributes a portion of their success to luck, hard work, and the support of their parents and network.",4,6,5
Malta Inc.,Question/Answer not found.,Question/Answer not found.,0,0,0
Yolélé (2022),Question/Answer not found,The guest did not provide an answer to the question.,0,0,0
ActOne Group,"I don't think luck had anything to do with it. I do believe that I've been blessed and I have received those blessings by honoring them with hard work. All of the challenges, all of the people, all of the clients and applicants, my life has been a collitus topic opportunity.","The guest believes that luck had nothing to do with their success and attributes it to blessings received through hard work. They mention facing challenges, interacting with people, clients, and applicants, and see their life as a continuous opportunity.",0,10,8
Siete Family Foods,"I don't know, luck is very important. You know, we were working hard. We were making tortillas night and day and on the weekends and trying to build this thing, but we couldn't get in the door of whole foods. And then it ended up being a fan of the brand that kickstarted.",Luck played a significant role in their success as they struggled to get their product into stores until a fan of the brand helped kickstart their business.,8,2,5
Redefine Meat,Question/Answer not found,Answer not found,0,0,0
Lululemon Athletica,I think I was pure passion. For athletic technical product and I would have worked 18 hours a day for the rest of my life for no money. Now. I think what happened is I got lucky because my drive and passion met a world that wanted what I wanted and that was the lucky part.,"The success is attributed to a combination of passion, hard work, and luck. The individual's drive and passion aligned with a market demand, resulting in fortunate circumstances.",7,8,0
Headspace,"Yeah, I think I do know I would describe it as just a lot of generosity. I think it's one of the things that without that from a lot of people that really did Just Believe in Us in the early days, maybe cash Phi that is like, I don't know probably but I would also say we've work we've worked really really hard as hard as you know, I've never been more committed to anything in my whole life because our hearts are in it. Yeah, I think there's there's just a set of ingredients that come together and we've contributed to that but we've often said as well that sometimes it feels like there's just this this momentum. It's almost like a train. Yeah, that's just going and it's like we grabbed onto the back of it and to start with we felt like we were kind of, you know, sort of just comfortably sort of traveling along and then it just sort of picked up a lot of speed and now we're just hanging on to read the back of the train. Because it's finger is paining credible to be a we feel like we are part of something rather than necessarily making something","The success is attributed to a combination of generosity from people who believed in them, hard work, and feeling a sense of momentum and being part of something bigger.",2,8,5
Sub Pop Records,"I think John and I were both Brilliant opportunists, you know and a lot of our success was based on seeing opportunity when other people didn't see it so you could say that that's the luck but you could also say it's the ability to seize an opportunity when it comes forth and that's the difference between making it and not making it Jonathan. you know I think any business success is going to have luck involved but the reason we were driven to it in the first place was because of are both being dedicated","Success attributed to being brilliant opportunists and seizing opportunities, with a mix of luck and hard work.",5,5,0
Raising Cane's,"So when you got to have a great concept and then two, you got to work your butt off to do it, but you need help along the way and you need luck. So you need people that help you. These angels come about help you, and I'll have things come along with that that's luck. And you take advantage of it, right? I mean, naming the dog, right? That was luck. You know, our, our, our logo comes off a mural and covered in the first location, renovating it that's they, that was luck to see that. And these are rich things in Cain's history and lore.","Success is attributed to a combination of hard work, luck, and the support of people.",5,5,5
Robert Reffkin,"Of course, if there wasn't lucky enough to be born to my mom, I wouldn't be where I am not. Would I not only just be, won't even be, but I wouldn't have been raised to be an entrepreneur. I wouldn't have been raised to bounce back every single time something goes wrong. I would have been raised to be the kind of person that sees positive in negative and knows that whenever something bad happens, there must be something good. So how can you find it? And I also, I had a lot of fun knowing that luck is just around the corner and I'm going to find it.","The success is primarily attributed to luck, with a strong emphasis on being born to the right family and having the mindset to see opportunities in challenges.",8,2,0
Roku,"It's obviously a combination, right? Like it's a combination of, I'm, I think some of the key characteristics to at least the way I've been successful are passion. Like being very, like I'm, I love technical stuff and it turns out technical stuff can make you a lot of money. So, you know, having an interest in that, being good at it, but I don't really know why I'm good at it growing up with a culture that valued hard work and you know, being persistent and, and where the luck comes in is just how long it takes I think and maybe the timing a little bit. So, you know, I didn't, I didn't just happen to be be Hastings. I sent him an email and I tried, yeah, I got myself introduced to him for example.","The guest believes that their success is a combination of passion, technical skills, hard work, persistence, and a bit of luck in terms of timing and opportunities.",3,7,4
Culver's,"There was a lot of work, a lot of hard work, a lot of care, a lot of love. Lucky I'll take lucky anytime. But you know, as the golfer says, you know, the more I practice the luckier I got, it's the same thing in the business world.","Success is attributed to a combination of hard work, luck, and the support of others.",3,7,5
Sierra Nevada Brewing Company,"The hard work part? I think it was a good component around when I opened. I mentioned I think there were six of us and the five other craft Brewers that opened in that same era have all failed today. I'm the last man standing. Adding so we all sort of had an equal shot at it. I guess. Yeah timing. I think we were you know at the right time and sort of American culture when people were looking for better unique different distinctive. There were Coffee Roasters popping up and bakeries and the restaurant scene was starting to grow and but it you know the work part of it. It's been a lot and you know, it was a lot for me but a lot for my family. I mean we my kids grew up in the Brewing industry. I have two children still active in the Brewing industry. My son's out in North Carolina and my daughter Sarah is here in Chico. So it's been a family business but it's not an easy business and even though a lot of people think being a Brewers romantic, you know, it's been hard and it's going to stay hard. And I think you know we're still around because we were passionate about beer and passionate about having a great company.","Success in the brewing industry is attributed to a combination of hard work, timing, and passion for the craft.",3,7,6
ClassPass,Question/Answer not found,Question/Answer not found,0,0,0
Chipotle,Question/Answer not found,Question/Answer not found,0,0,0
Springfree Trampoline,"It's both of those. Of course it's both of those. I do I don't know about the intelligence part, but about a due respect for the employees of our organization and for my wife and my kids who suffered through the early days, this has been about hard work. I was very fortunate to meet Dr. Keith Alexander, but being fortunate was about a lifelong friend that I got. And Keith,","Success is attributed to a combination of hard work, luck, and the support of people around them.",5,5,5
Jovial Foods,"Well, I was lucky to get into the health food industry early, and I've definitely worked very, very hard, but I had had this very strong intuition or inner voice that has really guided me through and I've listened to it. And I think that has been important.","Luck played a role in getting into the health food industry early, but a strong intuition and hard work were also crucial.",5,7,0
Serial Entrepreneur,"Okay. Let's see. Okay. I'd say I'm certainly above average in intelligence. I'm not a genius. I know a lot of people who are, you know, much more intellectual than I am an actually much more strategic and people will always say that I'm very strategic, but I don't think of myself as such a strategic person. I just tend to think of things in very simple terms. Luck. I've certainly had some, I mean, moving to New York and having a sister who was really good-looking and in a field where she could give people who could afford my services, you know, the, an introduction to me so that I could have clientele. And then more of those people would refer more of those people. That certainly lucky. However, if I wasn't good at what I was doing, I don't think I would have any of them. And if I didn't show up on time and if I wasn't friendly and you know, reliable, I suppose you get a bit of luck and then you have to make something out of it. And I find when I see, and I'm sure you see this as well, you see people who are so talented or, you know, really genius at what they do, but they're not ever really successful. They're always struggling. And I always wonder, you know, is it just a choice that you make, where at one point you say, you know what I am, I am worthy. I deserve this. Why not me? Because you know, why not you? And if you're willing to work that hard, why shouldn't you then take the success that comes with it? And I think that's a very complex thing for many people. And somehow I've managed to overcome that.","Success is a combination of luck, skill, and hard work. The individual acknowledges the luck of having a supportive network and opportunities, but emphasizes the importance of being good at what they do, showing up on time, being friendly, and reliable. They also touch upon the mindset of deserving success and working hard to achieve it.",5,8,7
Liquid Death,"Yeah, I mean there's always luck involved. I mean, I think back on so many moments where it's like, man, so good thing we did this and got that, or this might not even be around right now. But I think to your point, a 25 year o in, in the making overnight success, I think all of my previous experiences all kind of helped ladder up to help me make the right decisions. And then again, just the hunger of all this failure. I think it just all laddered up. And, and then the fact that it could be a brand that was truly a reflection of myself in the brand. It's not like some MBA business guy who's like, what are the kids into, here's what they're into. When it all starts with me as the CEO, it just kind of trickles through the rest of the company. And decisions get to be a lot easier. It's a lot simpler to have a unified voice and know what to say yes to and what to say no to. I think it, it, it's all sort of, I think come together to, to make it this successful.","Success is attributed to a combination of luck, hard work, previous experiences, personal reflection in the brand, hunger from failure, and unified decision-making.",3,7,4
Michael Kors,"I'm, I'm not a believer in luck in the traditional sense of the word. I believe in hard work. I believe in experience, I believe in curiosity, but my version of luck is how do you make sure that you leave yourself open to possibility? I've always been curious about, and, and never limited myself about what could be next. Yeah. You know, whether it was leaving school when I was 19 years old and saying, let me start working, starting my own business with no experience running and, and figuring out how to go to Italy and sign this license, get out of chapter 11 and deal with that and move forward. I've always really been willing to take an educated and calculated leap into what's next.","Believes in hard work, experience, and curiosity over luck. Embraces possibility and takes calculated leaps into the unknown.",3,9,4
Ring,"So the thing I always say about luck, I think it is, it's the lottery, and so you get sort of lottery tickets for how, you know, it's like how good your idea is, how good your team is, and how hard you work. And so you take those like factors, and I think how hard you work and your team are probably even bigger factors than the idea, but you still need to have something that actually would work. And so you take those three things together, and you get, for each sort of hour of production or work, you get a lottery ticket. And so, just like the lottery, if you, unless you own every ticket, you're not guaranteed to win because I've seen people that are smarter than me, better than me, better idea than me fail because of things like luck, like things not going their way. And I've seen again the opposite of that. And so we have been fortunate to have been have lots of lucky breaks in our direction, but we also continue to work to get more tickets so that we could win the lottery.","Success is attributed to a combination of luck, hard work, and having a good team. Luck is compared to winning a lottery where each factor contributes to getting a lottery ticket, but owning every ticket does not guarantee a win. Hard work and having a good team are considered crucial, with luck playing a significant but unpredictable role.",7,8,6
Suitsupply,"I think most of it has to do because hard work and doing so much stuff all the time, all over the place. And, and you always think as an entrepreneur, you know, 10 years, I think it's, some days it's gonna be less and and less, but you know, it, it never gets less because you should also start doing, you know, more and more stuff again. And, and because, you know, the luck somebody else said is with the hardworking because you know, then, then you also increase the chances of, you know, getting lucky every now and then. Yeah. Right. If you sit on the couch and nothing happen, you're not gonna get lucky. And also going against the grain a lot of times or following, you know, not the, the usual standard playbooks and not so much from any inherits. We want to be different because you know, you didn't have a choice. You had to be different or you had to be creative to get to an end goal. Yeah, I think that's also the, the, the fun of it. Right. At the end of the day,","The guest believes that most of their success is due to hard work and constantly taking on new challenges. They also mention that luck is intertwined with hard work, as putting in the effort increases the chances of getting lucky. Additionally, they highlight the importance of being different and creative in order to achieve their goals.",4,8,0
Twilio,"You know, I, I think we're all a product of our environment. You know, so much of what we know or have the opportunity to do or just problems that we end up getting visibility into or having the resources to go solve them. I mean these are all things that are a product of like how we were raised when we were born, where we were born. And so you can seize those opportunities or not, but the first thing you need is those opportunities to exist for you. And so I definitely feel tremendously lucky to be born where and when and all sorts of things. And I like, I don't take that for granted. I take it very seriously that like we have an obligation for those of us who have had opportunities to use part of our time and our money on this planet to try to create more opportunities for our people.",Success is attributed to a combination of luck and the opportunities presented by one's environment.,8,2,5
Complexly,"We've been waiting for this question. I've listened to the podcast Guy. We talked about it for like 45 minutes yesterday. And my feeling is that it's, it's so a hundred percent luck that it's impossible to even explain how a hundred percent luck it is. But within luck, we have to remember the way that, that luck is not like Rolling Dice. It's a series of structures and power systems that make paths easier for certain people. Hmm. Yeah. I, I think all the time about how, while I was in grad school, I was diagnosed with ulcerative colitis and initially had a very inexpensive medication. Hmm. But by the time we started making vlog brothers, I needed to get on a new medication that was 500, $600 a month. And I was able to just do that because I had support for my family. I was able to just like pay another rent to my colon so that I could keep making videos. And that was just, that's just not an opportunity for a lot of people. So like even those little things, those little pieces of luck, it's so hard to see them sometimes. Yeah. Like I can't even attribute it to skill because I'm not even that strategic. I just sort of go towards what's working. Yeah. That was, I thought that was a really interesting answer Hank, because like there have been a few moments in our career where we didn't like fly blindly toward the light, like moths at night for reasons we didn't understand. Like there have been a few tactical decisions just like three or four. Yeah. But 99% of the time we've been flying to the light. And then you like go on an interview show and people are like, Hey, how'd you get so successful? And you're like, oh, I flew to the light. And all the other moths are like, Hey, I was also flying toward the light. Yeah. It seems like maybe there was a lot of luck involved in you ending up on the moon.","The guest believes that their success is a hundred percent luck, emphasizing that luck is not just random chance but a series of structures and power systems that make paths easier for certain individuals. They also mention the role of support from family in overcoming health challenges and being able to continue their work. They do not attribute their success to skill, stating that they simply go towards what's working. While they acknowledge a few tactical decisions in their career, they feel that most of the time they have been guided by luck.",10,0,8
Men's Wearhouse,"Well, I think they go hand in hand. In other words, I think you need luck, but you also need the talent and the intelligence to know how to take advantage of luck. I think that what happens in life unfortunately, is a lot of people have the opportunity to be lucky, but don't know how to take advantage of it.","Success is a combination of luck, talent, and intelligence. Luck provides opportunities, but skill and hard work are needed to take advantage of them.",5,5,0
Stacy's Pita Chips,"You know, a lot of people say, oh, she got lucky that really pisses me off because, you know, yeah. Maybe the stars aligned and maybe the timing was right for a lot of things, but each and every one of the challenges and the hurdles that you overcome, others might not have gotten there. And we did, I could have very easily followed the path that my father laid out for me. You know, I probably could have just stayed in that comfort zone, but, you know, yes, by moving to this place and moving to that place and taking on additional challenges, you, I think you develop the skill somewhat of a survival skill. That's what got us to where we were in 2007 when we sold. Yeah. Maybe there was some luck in there, but there was a lot of skill that's involved in crossing that finish line","The success is attributed to a combination of luck and hard work, with a focus on overcoming challenges and developing survival skills.",4,6,0
Briogeo Hair Care,Question/Answer not found,Answer not found,0,0,0
Instagram,"I'd say 50%, actually I have this thesis that the world runs on luck. The question is what you do with it. Everyone gets lucky for some amount in their life. And the question is, are you, are you alert enough to know you're being lucky or you're, you're becoming lucky. Are you talented enough to take that advantage and run with it? And do you have enough grit? Do you have enough like resilience to stay with it when it gets hard? Because everyone gets lucky in minimal ways every week. I mean, you find a dollar on the ground or, you know, you get a break at work to work on a cool project, or you meet someone interesting. The, the difference between people, I think who succeed in the long run and the people who don't is frankly, that optimism that like you got lucky and now it's yours to yours to make awesome.","Luck plays a significant role in success, but it is what one does with that luck, their talent, and resilience that ultimately determines their success.",5,5,0
Zola,"I think the luckiest thing that ever happened to me was that I was born to the parents that I was born to. And then the rest of it was thinking to myself every day, the thing that's going to get me to, where I want to go is when I wake up, I work as hard as I possibly can I go to sleep. I wake up, I do it again the next day. And if I can do that, I'll make myself proud. I'll make my team, my users proud and ultimately make my daughter proud. And, and that is what I'm focused on.","Success is attributed to a combination of luck, hard work, and the people around them.",3,7,5
Riot Games,Question/Answer not found,Question/Answer not found,0,0,0
Casper,"It's a tough question. I definitely am someone that puts a lot, the majority of the way life happens into luck. You hear the references of like running a company, running a startup. It's like, you know, being in a boxing match and you're just constantly hit in the face. And, and I think that's a hundred percent true and, and having traits that were ingrained to me since I was little like perseverance and persistence, and to be able to absorb that and work through it and absorbed the ups and downs. I'm lucky that I'm in the position to have that chance and to be where we are at this point in the journey. So definitely I think bias towards the luck side of things, but know that there's a lot of factors that go into the journey that people end up on.","The guest believes that a majority of their success is attributed to luck, but also acknowledges the importance of traits like perseverance and persistence. They mention that luck plays a significant role in their journey, but also recognize the various factors that contribute to success.",7,3,5
Warby Parker,Question/Answer not found,Question/Answer not found,0,0,0
Houzz,"I think that 90% of it is, and again, some people describe it as luck. Other will say, coincidence, being at the right place. I, the way I see it, I think we all have different opportunities surrounding us every single day. Tons. We just need to open our eyes and look and be fair with ourselves. Because many times we think that we walk in a certain path and I'm saying it because I, well, I can complain to you until tomorrow about, I didn't want to live in the suburb. I feel that we were very fortunate that we moved here because lots of amazing things happened in the Silicon valley for us, that I'm very grateful for. And I could tell you that, you know, all my goodness, I choose to stop financial planning after investing so much in it. But I feel so fortunate that I did because see what happened.",The guest believes that a majority of their success is due to seizing different opportunities presented to them rather than luck. They mention being grateful for moving to Silicon Valley and the positive outcomes that followed.,2,8,0
Zipline,Question/Answer not found,Question/Answer not found,0,0,0
Lynda.com,"I would say maybe 25%. I don't know why all this happened to me and Bruce. Like, I feel really lucky to be born at the time I was born to have the interests that I had to be, to meet Bruce, to, you know, to have taught at art center, to have, you know, been interested in capable of, of writing and teaching and all these things. I mean, some of that is luck, but it's what you do with that luck. And we're all responsible for our own ship and, and we have to steer it or else somebody else will steer it for us, somebody else or something else.","The guest believes that 25% of their success is due to luck, acknowledging the fortunate circumstances that led them to opportunities and connections. However, they also emphasize the importance of taking responsibility for their own actions and decisions.",2,8,5
Saysh (2023),Question/Answer not found.,No answer provided,0,0,0
SoulCycle,"It's interesting, you know, in thinking about the next time around now that you know, so much, it turns out that, you know, the lesson that I would tell people that ignorance is actually bliss, right? We made so many decisions. We made so many mistakes, but we just kept going because we didn't know any better. Now, you know how to look at all those Excel spreadsheets and P and L and all that stuff, and you can make yourself crazy. But I think at the time, you know, what we didn't know helped us and we just trusted our gut and we went, and I don't think anything about it was lucky. I think the only lucky thing was that Elizabeth and I bumped into each other,",Success is attributed more to ignorance and trusting their gut rather than luck. The guest believes that their lack of knowledge helped them make decisions and keep going despite making mistakes.,2,8,0
TerraCycle,Question/Answer not found,Answer not found,0,0,0
Dandelion Energy,Question/Answer not found,No answer provided,0,0,0
KAYAK,"I don't like to think of myself as intelligent. I will admit to being creative. I think my success leads to maybe three things. I do think work ethics, part of it, the frugality and effort. I think the creativity is a part of it. And then the third thing, which is probably the biggest thing is I love recruiting and I love being amazed by other creative people. And I put a lot of effort into that. So with each of my companies and organizations, they thrive only if I'm able to attract really great people to work on them. Kayak was tremendous luck. I mean, it started with luck. I mean, just by chance I happened to be in that office when Steve was there and then luck along the way of hiring certain people who really transformed the company. I don't know. Maybe it's maybe it's those four things, 25% of each.","Success is attributed to a combination of work ethics, creativity, love for recruiting great people, and luck, with each contributing 25% to the overall success.",3,7,5
Live From HIBT Summit,Question/Answer not found,Question/Answer not found,0,0,0
Guayakí Yerba Mate,"So I'm a incredibly grateful person and so I could easily say it's all luck. I think luck is more of the accelerant and it's the, the work that I think links those lucky moments. And in some cases the luck maybe saves your life as well. In one way. It's lucky that I, that I met David, Alex, and Miguel and Steven, but I, I'm humbled by what we've been able to create and what we have yet to create. And I know that luck definitely plays a big part of it.",Luck is seen as an accelerant that links lucky moments with hard work. The individual acknowledges the role of luck in meeting key people but also emphasizes the importance of hard work in creating and continuing success.,5,8,7
ButcherBox,"Yeah. And how freaking lucky I was, you know, as a very novice surfer. I feel like my time at Custom Made was just paddling against waves that were just knocking me over, over and over and over and never waiting for a break in the waves. Just like keep paddling, keep paddling, keep paddling and this business, I mean really it started snowballing from the first day we launched Kickstarter. But I, I mean, I can say unequivocally that like we got really lucky. Like our timing was really good. I'm not sure if we had started a year before or a year after if things would've been the same, but the timing was right and it's just been a remarkable shift in like seeing the difference between a boulder being pushed up the hill and a boulder rolling down the hill. Hmm. And you know, I worked way harder at my first company and it didn't work. Like I, I always thought that I would run a big company, but I did not think that this was gonna be the big company.","The success of the guest is attributed to a combination of luck and hard work. They acknowledge the luck they had in terms of timing when launching their business, but also emphasize the hard work they put in.",7,8,0
Rivian,Question/Answer not found,Question/Answer not found,0,0,0
Zumiez,"This isn't luck. It has nothing to do with luck. That's not arrogant, it's not luck. It's about measured discipline, hard work going forward. Mm. Yeah. Luck may be very small part of it. It's hard work. That's why not a lot of people do it cuz you know, it's hard work. I mean, bad luck would've been a competitor that thought about it like I did. So two of 'em coming up at the same time. But it's, you know, America's got credible opportunity. My old man was a mailman and now here I'm talking to you about, oh yeah, I've got 700 some stories like big whoop. Yeah. And I'm still here sitting there talking to you in this cold wet morning cuz I've been in retail 56 years. I still love what I do. And I mean that, that goes to this day. I mean, I'm looking at comps, what Zoomies did yesterday at five o'clock this morning, 44 years later,",Success is attributed mostly to hard work and discipline with a small part attributed to luck. The individual emphasizes the importance of dedication and passion for their work over relying on luck.,2,8,4
Wondery,Question/Answer not found,Question/Answer not found,0,0,0
McBride Sisters Wine (Part 1 of 2),Question/Answer not found,Question/Answer not found,0,0,0
Twitch,"As the, as the famous quote goes, 50% luck, 50% skill, a hundred percent concentrated power of will. Yeah. I don't know if like that, that that's, you know, it's sort of a joke. It's sort of not a joke. I was very smart. I was very hardworking. I was very persistent in the face of a lot of failure. And then I was also very lucky and for something to be as big and successful as Twitch, you kind of got to do all four. I guess more luck can make up for less of the other three. But the best you're going to do is like 50% luck. And I've now been around the valley for 15 years. And I came here with a bunch of people who started making companies. And I don't know anyone who persisted and try it again and then try it and then try the new thing and then try it again. Who has had some level of success. Eventually you do get lucky. Now. Now was it, was, was it going to be Twitch sized lucky? No, no, no. And there's a lot of lower levels of lucky that are still success. Absolutely. And so I think at some level that I was successful, I at all, I attribute to some combination of hard work persistence intelligence that I was successful in. Anything resembling the scale of Twitch. That's the, there's a huge portion of luck there. That is, that is undeniable.","Success is attributed to a combination of hard work, persistence, intelligence, and luck. While hard work and skill are essential, luck plays a significant role in achieving large-scale success like Twitch.",7,8,5
Uncle Nearest Premium Whiskey,Question/Answer not found,Question/Answer not found,0,0,0
Kodiak Cakes,"Man, you know, what I say sometimes is, people always say that fish don't just jump in your boat, but you know what? I actually believe they do. But, but here's the thing. You gotta be out fishing for that to happen, right? And so I think it's both, it, it's such a combination of both. It's like we have had some lucky breaks. I, I'd have to attribute some of this to luck. Definitely.","Success is attributed to a combination of luck and hard work, with some lucky breaks along the way.",5,5,0
Merge Records,"Both? Probably. I think that our strategy has always been to be careful and grow slowly and we never had big goals on the long-term and I think that has served us well in a way, cause we've been cautious enough to avoid in general overextending ourselves. Yeah. And that has led to our longevity. I think

Mac. Yeah. I think it's, I think it's a combination because of course luck is always involved and you happen to run into the right person or pick up a, and put in a demo tape at the right time of day and it appeals to you in a certain way and end up working with that band or whatever. But at the same time, you can build on that with doing things the right way and treating people well and doing a good job for your artists. You know,","Success is attributed to a combination of luck and hard work. Being cautious and growing slowly has helped avoid overextending, leading to longevity. Luck plays a role in meeting the right people or opportunities, but building on that through good work and treating others well is also crucial.",5,7,3
Goodr (2022),Question/Answer not found,Question/Answer not found,0,0,0
Dell Computers,"Good question. I don't really know. You know, I'm sure there's some you know element of luck there. I probably lucky a lot. You know, I feel like I was really lucky. To be born in the United States. That's probably the biggest Stroke of Luck right there because I think in the United States when you're 20 years old and you show up and you want to sell something to somebody, you know, they don't look at you too funny. So I think that was my biggest Stroke of Luck was just being born here in this country and having the opportunity in the freedoms that that's afforded me.","The guest attributes a significant portion of their success to luck, particularly the luck of being born in the United States and having the opportunities and freedoms that come with it.",8,2,0
M.M.LaFleur,"It's 99% luck. I always go back to that experience I had in Zambia. It is mostly luck being born to the right parents at the right time even just like watching how different my mom's journey was as a female entrepreneur in Japan versus me born, you know, 37 years later and the benefits and the funding I'm able to get in a way that I know that she was never able to that is all luck. And yes a lot of hard work",Success is perceived as 99% luck with the example of being born to the right parents at the right time and benefiting from opportunities that were not available to previous generations. Hard work is also acknowledged as a contributing factor.,9,1,0
Alamo Drafthouse Cinema,"I would say that a lot of it has to do with hard work. We worked 11 hours a day for seven days a week for probably five years. But at the same time we have been incredibly lucky because of all of the people that we've come across who have been so supportive and kind from the film distributors early on to the people who helped us get started in Austin. We didn't tell you the story about the food purveyor at Cisco, who knew that we were an impoverished couple that was asking him for samples to develop our menu just so that we would have something to eat. And he provided us with huge amounts of samples. Anyway, he knew that that's what we were doing and he did it anyway, so yeah. Also a good deal of luck in there.","Success is attributed to a combination of hard work, luck, and the support of people in their network.",3,7,5
Aurora,Question/Answer not found,Answer not found,0,0,0
Impossible Foods,"I think the most important thing is I feel like there are a lot of people who are as smart or smarter than me and in terms of the kind of problem solving skills were entirely capable of doing this so what what I think is important that I contributed is the initiative and the determination to do it it's basically the critical thing that I provided was that I looked at this problem. I saw that nobody was seriously taking it on and I basically decided I'm going to take responsibility for solving this problem not because I was exceptionally capable of solving it but basically because I decided to do it, I think that's the most important thing and I feel like it's the one thing that that keeps a lot of valuable things from happening is people feel like you know, Else must be this is someone else's job to solve. You know, why would I be the person to do this? I'm so unqualified, you know because I was unqualified. Well, the answer is someone's got to do it and I feel like a lot of good things would happen if people were more willing to just say I'm going to take responsibility to solve this problem. And so I think that's the the main attribute that enabled me to take this on.","Initiative and determination are the key attributes that contributed to the success, rather than exceptional skills. Taking responsibility for solving a problem, even if feeling unqualified, was crucial.",2,8,5
inov-8,"I think it is a combination of them both because you've got to have a certain amount of luck along the way, but I do take a certain amount of risk and I've always done, you know, that's in my nature, I'm a bit of a risk taker, but I like to think that I manage that in a balanced and considered way. One of my parents, good friends, John Whitehead, when I was growing up, he was a businessman and I always saw him as a real mentor. And I used to love spending time with him talking about business and going to some of his businesses and just learning from what he was doing. And he gave me a great bit of advice. Once he said to me, with all these things, he says, get as much information as you can, but then go with your gut instinct because he said to me, he said, you've got a good instinct. He said, go with it. And I've always drawn back on that. And it served me well.","Success is attributed to a combination of luck, hard work, and mentorship.",5,5,5
Chef and Restaurateur,"Well, you know, somebody told me a long time ago, very wise man told me a long time ago, luck comes to those who work 24 hours a day, seven days a week. So, you know, you're cast a net wide enough, you're bound to catch a little bit of luck. You know, I'm considered one of the, the best chefs in, in the country, yet I know there are, you know, many chefs out there who are better than I am. And why was I chosen? Like why do I live this life? Why do I sit here with you talking about my career and not another chef? Well, some of that has to do with being in the right place at the right time. But there has to be, you know, the desire and the determination and the commitment to actually go out and try to do what we do in order to actually have that opportunity to be lucky.","Success is a combination of hard work, luck, and seizing opportunities.",4,6,4
